,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
ASR_WDX_Tier1,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_HB_01,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_HB_01,aimidle_prone_ASR_HB,FPS_aimIdle_prone_ASR_HB_01,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_HB,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_HB,none,reload_stand_ASR_HB,FPS_reload_standIdle_ASR_HB_01,reload_runBlend_ASR_HB,FPS_reload_standIdle_ASR_HB_01,reload_crouch_ASR_HB,FPS_reload_crouch_ASR_HB_01,reload_prone_ASR_HB,FPS_reload_prone_ASR_HB_01,aimShoot_standIdle_ASR_HB,FPS_aimShoot_standIdle_ASR_HB_01,aimShoot_runBlend_ASR_HB,FPS_aimShoot_standIdle_ASR_HB_01,aimShoot_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_HB_01,aimShoot_prone_ASR_HB,FPS_aimShoot_prone_ASR_HB_01,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_HB_01,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_HB_01,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_HB_01,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_HB,FPS_Stand_to_Prone,Stand_to_Prone_ASR_HB,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,prone_to_crouch_ASR_HB,none,crouch_to_prone_ASR_HB,none,reload_crouchBlend_ASR_HB,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_HB_01,FPS_aimShoot_crouch_ASR_HB_01,FPS_Attach_Raise_ASR_HB_01,FPS_Attach_Idle_ASR_HB_01,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ASR_WDX_Tier2,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_HB_01,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_HB_01,aimidle_prone_ASR_HB,FPS_aimIdle_prone_ASR_HB_01,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_HB,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_HB,none,reload_stand_ASR_HB,FPS_reload_standIdle_ASR_HB_01,reload_runBlend_ASR_HB,FPS_reload_standIdle_ASR_HB_01,reload_crouch_ASR_HB,FPS_reload_crouch_ASR_HB_01,reload_prone_ASR_HB,FPS_reload_prone_ASR_HB_01,aimShoot_standIdle_ASR_HB,FPS_aimShoot_standIdle_ASR_HB_01,aimShoot_runBlend_ASR_HB,FPS_aimShoot_standIdle_ASR_HB_01,aimShoot_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_HB_01,aimShoot_prone_ASR_HB,FPS_aimShoot_prone_ASR_HB_01,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_HB_01,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_HB_01,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_HB_01,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_HB,FPS_Stand_to_Prone,Stand_to_Prone_ASR_HB,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,prone_to_crouch_ASR_HB,none,crouch_to_prone_ASR_HB,none,reload_crouchBlend_ASR_HB,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_HB_01,FPS_aimShoot_crouch_ASR_HB_01,FPS_Attach_Raise_ASR_HB_01,FPS_Attach_Idle_ASR_HB_01,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ASR_WDX_Mk6_1,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_HB_01,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_HB_01,aimidle_prone_ASR_HB,FPS_aimIdle_prone_ASR_HB_01,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_HB,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_HB,none,reload_stand_ASR_HB,FPS_reload_standIdle_ASR_HB_01,reload_runBlend_ASR_HB,FPS_reload_standIdle_ASR_HB_01,reload_crouch_ASR_HB,FPS_reload_crouch_ASR_HB_01,reload_prone_ASR_HB,FPS_reload_prone_ASR_HB_01,aimShoot_standIdle_ASR_HB,FPS_aimShoot_standIdle_ASR_HB_01,aimShoot_runBlend_ASR_HB,FPS_aimShoot_standIdle_ASR_HB_01,aimShoot_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_HB_01,aimShoot_prone_ASR_HB,FPS_aimShoot_prone_ASR_HB_01,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_HB_01,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_HB_01,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_HB_01,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_HB,FPS_Stand_to_Prone,Stand_to_Prone_ASR_HB,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,prone_to_crouch_ASR_HB,none,crouch_to_prone_ASR_HB,none,reload_crouchBlend_ASR_HB,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_HB_01,FPS_aimShoot_crouch_ASR_HB_01,FPS_Attach_Raise_ASR_HB_01,FPS_Attach_Idle_ASR_HB_01,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASR_HB_Tier1,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_HB,idle_crouch_ASR_HB,FPS_aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,FPS_aimIdle_prone_ASR_HB,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_HB,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_HB,none,reload_stand_ASR_HB,FPS_reload_standIdle_ASR_HB,reload_runBlend_ASR_HB,FPS_reload_standIdle_ASR_HB,reload_crouch_ASR_HB,FPS_reload_crouch_ASR_HB,reload_prone_ASR_HB,FPS_reload_prone_ASR_HB,aimShoot_standIdle_ASR_HB,FPS_aimShoot_standIdle_ASR_HB,aimShoot_runBlend_ASR_HB,FPS_aimShoot_standIdle_ASR_HB,aimShoot_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_HB,aimShoot_prone_ASR_HB,FPS_aimShoot_prone_ASR_HB,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_HB,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_HB,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_HB,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_HB,FPS_Stand_to_Prone,Stand_to_Prone_ASR_HB,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,prone_to_crouch_ASR_HB,none,crouch_to_prone_ASR_HB,none,reload_crouchBlend_ASR_HB,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_HB,FPS_Attach_Idle_ASR_HB,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ASR_HB_Tier2,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_HB,idle_crouch_ASR_HB,FPS_aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,FPS_aimIdle_prone_ASR_HB,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_HB,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_HB,none,reload_stand_ASR_HB,FPS_reload_standIdle_ASR_HB,reload_runBlend_ASR_HB,FPS_reload_standIdle_ASR_HB,reload_crouch_ASR_HB,FPS_reload_crouch_ASR_HB,reload_prone_ASR_HB,FPS_reload_prone_ASR_HB,aimShoot_standIdle_ASR_HB,FPS_aimShoot_standIdle_ASR_HB,aimShoot_runBlend_ASR_HB,FPS_aimShoot_standIdle_ASR_HB,aimShoot_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_HB,aimShoot_prone_ASR_HB,FPS_aimShoot_prone_ASR_HB,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_HB,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_HB,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_HB,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_HB,FPS_Stand_to_Prone,Stand_to_Prone_ASR_HB,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,prone_to_crouch_ASR_HB,none,crouch_to_prone_ASR_HB,none,reload_crouchBlend_ASR_HB,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_HB,FPS_Attach_Idle_ASR_HB,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ASR_HB_Mk6_1,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_HB,idle_crouch_ASR_HB,FPS_aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,FPS_aimIdle_prone_ASR_HB,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_HB,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_HB,none,reload_stand_ASR_HB,FPS_reload_standIdle_ASR_HB,reload_runBlend_ASR_HB,FPS_reload_standIdle_ASR_HB,reload_crouch_ASR_HB,FPS_reload_crouch_ASR_HB,reload_prone_ASR_HB,FPS_reload_prone_ASR_HB,aimShoot_standIdle_ASR_HB,FPS_aimShoot_standIdle_ASR_HB,aimShoot_runBlend_ASR_HB,FPS_aimShoot_standIdle_ASR_HB,aimShoot_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_HB,aimShoot_prone_ASR_HB,FPS_aimShoot_prone_ASR_HB,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_HB,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_HB,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_HB,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_HB,FPS_Stand_to_Prone,Stand_to_Prone_ASR_HB,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_HB,prone_to_crouch_ASR_HB,none,crouch_to_prone_ASR_HB,none,reload_crouchBlend_ASR_HB,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_HB,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_HB,FPS_Attach_Idle_ASR_HB,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASR_THOR5_Tier2,none,idle_stand_ASR_THOR,FPS_aimIdle_standIdle_ASR_SHRAM,idle_crouch_ASR_THOR,FPS_aimIdle_crouch_ASR_SHRAM,aimidle_prone_ASR_SHRAM,FPS_aimIdle_prone_ASR_SHRAM,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_SHRAM,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_SHRAM,none,reload_stand_ASR_SHRAM,FPS_reload_standIdle_ASR_SHRAM,reload_runBlend_ASR_SHRAM,FPS_reload_standIdle_ASR_SHRAM,reload_crouch_ASR_SHRAM,FPS_reload_crouch_ASR_SHRAM,reload_prone_ASR_SHRAM,FPS_reload_prone_ASR_SHRAM,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_SHRAM,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_SHRAM,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_SHRAM,aimShoot_prone_ASR_SHRAM,FPS_aimShoot_prone_ASR_SHRAM,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_SHRAM,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_SHRAM,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_SHRAM,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_SHRAM,FPS_Stand_to_Prone,Stand_to_Prone_ASR_SHRAM,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_SHRAM,prone_to_crouch_ASR_SHRAM,none,crouch_to_prone_ASR_SHRAM,none,reload_crouchBlend_ASR_SHRAM,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_SHRAM,FPS_Attach_Idle_ASR_SHRAM,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ASR_THOR5_Mk6_1,none,idle_stand_ASR_THOR,FPS_aimIdle_standIdle_ASR_SHRAM,idle_crouch_ASR_THOR,FPS_aimIdle_crouch_ASR_SHRAM,aimidle_prone_ASR_SHRAM,FPS_aimIdle_prone_ASR_SHRAM,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_SHRAM,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_SHRAM,none,reload_stand_ASR_SHRAM,FPS_reload_standIdle_ASR_SHRAM,reload_runBlend_ASR_SHRAM,FPS_reload_standIdle_ASR_SHRAM,reload_crouch_ASR_SHRAM,FPS_reload_crouch_ASR_SHRAM,reload_prone_ASR_SHRAM,FPS_reload_prone_ASR_SHRAM,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_SHRAM,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_SHRAM,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_SHRAM,aimShoot_prone_ASR_SHRAM,FPS_aimShoot_prone_ASR_SHRAM,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_SHRAM,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_SHRAM,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_SHRAM,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_SHRAM,FPS_Stand_to_Prone,Stand_to_Prone_ASR_SHRAM,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_SHRAM,prone_to_crouch_ASR_SHRAM,none,crouch_to_prone_ASR_SHRAM,none,reload_crouchBlend_ASR_SHRAM,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_SHRAM,FPS_Attach_Idle_ASR_SHRAM,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASR_TRX4_Tier2,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_Tar30,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_Tar30,aimidle_prone_ASR_SHRAM,FPS_aimIdle_prone_ASR_SHRAM,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_SHRAM,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_SHRAM,none,reload_stand_ASR_SHRAM,FPS_reload_standIdle_ASR_Tar30,reload_runBlend_ASR_SHRAM,FPS_reload_standIdle_ASR_Tar30,reload_crouch_ASR_SHRAM,FPS_reload_crouch_ASR_Tar30,reload_prone_ASR_SHRAM,FPS_reload_prone_ASR_SHRAM,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_Tar30,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_Tar30,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_Tar30,aimShoot_prone_ASR_SHRAM,FPS_aimShoot_prone_ASR_SHRAM,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_Tar30,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_Tar30,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_Tar30,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_SHRAM,FPS_Stand_to_Prone,Stand_to_Prone_ASR_SHRAM,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_SHRAM,prone_to_crouch_ASR_SHRAM,none,crouch_to_prone_ASR_SHRAM,none,reload_crouchBlend_ASR_SHRAM,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_Tar30,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_SHRAM,FPS_Attach_Idle_ASR_SHRAM,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ASR_TRX4_Mk6_1,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_Tar30,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_Tar30,aimidle_prone_ASR_SHRAM,FPS_aimIdle_prone_ASR_SHRAM,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_SHRAM,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_SHRAM,none,reload_stand_ASR_SHRAM,FPS_reload_standIdle_ASR_Tar30,reload_runBlend_ASR_SHRAM,FPS_reload_standIdle_ASR_Tar30,reload_crouch_ASR_SHRAM,FPS_reload_crouch_ASR_Tar30,reload_prone_ASR_SHRAM,FPS_reload_prone_ASR_SHRAM,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_Tar30,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_Tar30,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_Tar30,aimShoot_prone_ASR_SHRAM,FPS_aimShoot_prone_ASR_SHRAM,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_Tar30,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_Tar30,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_Tar30,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_SHRAM,FPS_Stand_to_Prone,Stand_to_Prone_ASR_SHRAM,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_SHRAM,prone_to_crouch_ASR_SHRAM,none,crouch_to_prone_ASR_SHRAM,none,reload_crouchBlend_ASR_SHRAM,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_Tar30,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_SHRAM,FPS_Attach_Idle_ASR_SHRAM,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASR_MXZ5_Tier2,none,idle_stand_ASR_HB,FPS_aimIdle_standIdle_ASR_MXZ5,idle_crouch_ASR_SHRAM,FPS_aimIdle_crouch_ASR_MXZ5,aimidle_prone_ASR_MXZ5,FPS_aimIdle_prone_ASR_MXZ5,idle_stand_ASR_SHRAM_Combat,none,aimidle_runBlend_ASR_SHRAM,none,aimidle_crouchBlend_ASR_SHRAM,none,aimidle_prone_ASR_MXZ5,none,reload_stand_ASR_SHRAM,FPS_reload_standIdle_ASR_MXZ5,reload_runBlend_ASR_SHRAM,FPS_reload_standIdle_ASR_MXZ5,reload_crouch_ASR_SHRAM,FPS_reload_crouch_ASR_MXZ5,reload_prone_ASR_SHRAM,FPS_reload_prone_ASR_MXZ5,aimShoot_standIdle_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_MXZ5,aimShoot_runBlend_ASR_SHRAM,FPS_aimShoot_standIdle_ASR_MXZ5,aimShoot_crouch_ASR_SHRAM,FPS_aimShoot_crouch_ASR_MXZ5,aimShoot_prone_ASR_SHRAM,FPS_aimShoot_prone_ASR_MXZ5,Run_Blend_ASR_SHRAM,FPS_Run_Blend_ASR_MXZ5,Sprint_Blend_ASR_SHRAM,FPS_Sprint_Blend_ASR_MXZ5,aimIdle_crouchBlend_ASR_SHRAM,FPS_Crouch_Blend_ASR_MXZ5,Prone_Blend_ASR,FPS_Prone_Blend_ASR,prone_to_stand_ASR_MXZ5,FPS_Stand_to_Prone,Stand_to_Prone_ASR_MXZ5,FPS_Stand_to_Prone,aimIdle_crouch_ASR_HB,aimidle_prone_ASR_MXZ5,prone_to_crouch_ASR_MXZ5,none,crouch_to_prone_ASR_MXZ5,none,reload_crouchBlend_ASR_SHRAM,aimshoot_crouchBlend_ASR_SHRAM,Jump_ASR_Idle_S,Jump_ASR_Idle_A,Jump_ASR_Idle_F,Jump_ASR_Idle_L,Jump_ASR_Run_S,Jump_ASR_Run_A,Jump_ASR_Run_F,Jump_ASR_Run_L,Jump_ASR_Sprint_S,Jump_ASR_Sprint_A,Jump_ASR_Sprint_F,Jump_ASR_Sprint_L,FPS_reload_crouch_ASR_MXZ5,FPS_aimShoot_crouch_ASR_SHRAM,FPS_Attach_Raise_ASR_MXZ5,FPS_Attach_Idle_ASR_MXZ5,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
